"","Taxon","SLA","source"
"1892","Notelaea microcarpa",8.173,"AUSTRAITS_dataset_8"
"1901","Ochna serrulata",20.31,"AUSTRAITS_dataset_10"
"1904","Ochna serrulata",21.102,"AUSTRAITS_dataset_8"
"1906","Ochna serrulata",19.181,"AUSTRAITS_dataset_52"
"1914","Olea paniculata",15.1194436044754,"Gallagher_field_workPHD"
"1923","Pandorea pandorana",24.308,"AUSTRAITS_dataset_8"
"1925","Pandorea pandorana",29.051,"AUSTRAITS_dataset_8"
"1938","Pandorea pandorana",41.995,"AUSTRAITS_dataset_8"
"1941","Pandorea pandorana",18.587,"AUSTRAITS_dataset_8"
"1947","Pandorea pandorana",28.62,"AUSTRAITS_dataset_10"
"1951","Pandorea pandorana",27.3747604708459,"Gallagher_field_workPHD"
"1952","Pandorea pandorana",10.1061141990905,"Gallagher_field_workPHD"
"1953","Pandorea pandorana",28.485,"Gallagher_field_workPHD"
"1960","Pandorea pandorana",34.62922997,"J. Lawson"
"1969","Pararchidendron pruinosum",24.6062992125984,"Gallagher_field_workPHD"
"1979","Parsonsia straminea",37.305,"AUSTRAITS_dataset_8"
"1982","Parsonsia straminea",29.981,"AUSTRAITS_dataset_52"
"1985","Parsonsia straminea",26.87,"AUSTRAITS_dataset_10"
"2001","Parsonsia straminea",12.204,"AUSTRAITS_dataset_8"
"2005","Parsonsia straminea",20.5888408482602,"Gallagher_field_workPHD"
"2006","Parsonsia straminea",13.8888888888889,"Gallagher_field_workPHD"
"2007","Parsonsia straminea",11.6754232340922,"Gallagher_field_workPHD"
"2008","Parsonsia straminea",26.497,"Gallagher_field_workPHD"
"2022","Passiflora edulis",21.6,"AUSTRAITS_dataset_10"
"2060","Pittosporum undulatum",8.5488,"AUSTRAITS_dataset_12"
"2063","Pittosporum undulatum",9.573,"AUSTRAITS_dataset_8"
"2068","Pittosporum undulatum",10.95,"AUSTRAITS_dataset_10"
"2070","Pittosporum undulatum",11.559,"AUSTRAITS_dataset_28"
"2071","Pittosporum undulatum",8.4318,"AUSTRAITS_dataset_12"
"2072","Pittosporum undulatum",7.215,"AUSTRAITS_dataset_8"
"2076","Pittosporum undulatum",11.593,"AUSTRAITS_dataset_28"
"2078","Pittosporum undulatum",11.75,"AUSTRAITS_dataset_28"
"2079","Pittosporum undulatum",10.09,"AUSTRAITS_dataset_8"
"2083","Pittosporum undulatum",16.472,"AUSTRAITS_dataset_52"
"2086","Pittosporum undulatum",13.7362637362637,"Gallagher_field_workPHD"
"2087","Pittosporum undulatum",11.0778774786751,"Gallagher_field_workPHD"
"2088","Pittosporum undulatum",9.9147332936744,"Gallagher_field_workPHD"
"2089","Pittosporum undulatum",9.65810314854163,"Gallagher_field_workPHD"
"2090","Pittosporum undulatum",9.1925,"AUSTRAITS_dataset_32"
"2091","Pittosporum undulatum",10.4454,"AUSTRAITS_dataset_32"
"2092","Pittosporum undulatum",20.0724,"AUSTRAITS_dataset_32"
"2093","Pittosporum undulatum",10.465,"AUSTRAITS_dataset_52"
"2121","Polyscias elegans",13.7362637362637,"AUSTRAITS_dataset_61"
"2123","Polyscias elegans",16.3132137030995,"Gallagher_field_workPHD"
"2124","Polyscias elegans",15.1171579743008,"Gallagher_field_workPHD"
"2125","Polyscias elegans",14.4175317185698,"Gallagher_field_workPHD"
"2126","Polyscias elegans",9.09338910611985,"Gallagher_field_workPHD"
"2142","Pothos longipes",12.0048,"AUSTRAITS_dataset_32"
"2164","Psychotria loniceroides",11.2523911331158,"AUSTRAITS_dataset_39"
"2166","Psychotria loniceroides",10.156,"AUSTRAITS_dataset_52"
"2172","Psychotria loniceroides",14.261,"AUSTRAITS_dataset_8"
"2176","Psychotria loniceroides",13.36,"AUSTRAITS_dataset_10"
"2178","Psychotria loniceroides",15.608,"AUSTRAITS_dataset_52"
"2181","Psychotria loniceroides",21.7627856365615,"Gallagher_field_workPHD"
"2182","Psychotria loniceroides",16.2892979312592,"Gallagher_field_workPHD"
"2196","Pteridium esculentum",8.27,"AUSTRAITS_dataset_8"
"2197","Pteridium esculentum",10.795,"AUSTRAITS_dataset_8"
"2199","Pteridium esculentum",9.45,"AUSTRAITS_dataset_3"
"2200","Pteridium esculentum",8.968,"AUSTRAITS_dataset_32"
"2201","Pteridium esculentum",17.9865,"AUSTRAITS_dataset_32"
"2202","Pteridium esculentum",6.091,"AUSTRAITS_dataset_52"
"2208","Pteridium esculentum",9.636298999,"J. Lawson"
"2220","Rhodamnia rubescens",10.993,"AUSTRAITS_dataset_46"
"2235","Rhodomyrtus psidioides",16.8976005407232,"Gallagher_field_workPHD"
"2236","Rhodomyrtus psidioides",9.35016362786349,"Gallagher_field_workPHD"
"2253","Ricinus communis",47.11,"Arnone and Korner 1993 http://link.springer.com/article/10.1007/BF00566966"
"2800","Ripogonum spp",11.94,"J. Lawson field obs."
"2262","Rubus moluccanus",13.84331023,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215-226."
"2267","Rubus rosifolius",16.433,"AUSTRAITS_dataset_8"
"2271","Rubus rosifolius",31.486,"AUSTRAITS_dataset_8"
"2274","Rubus rosifolius",23.959,"Gallagher_field_workPHD"
"2291","Sarcopteryx stipata",9.16926462497708,"Gallagher_field_workPHD"
"2317","Sloanea australis",17.99,"AUSTRAITS_dataset_8"
"2323","Sloanea australis",9.686,"AUSTRAITS_dataset_52"
"2338","Sloanea australis",16.50407796,"C. James SEQLD field data"
"2339","Sloanea australis",17.26399139,"C. James SEQLD field data"
"2340","Smilax australis",9.55,"AUSTRAITS_dataset_10"
"2343","Smilax australis",13.134,"AUSTRAITS_dataset_8"
"2346","Smilax australis",12.725,"AUSTRAITS_dataset_8"
"2347","Smilax australis",7.973,"AUSTRAITS_dataset_8"
"2369","Smilax australis",14.2045454545455,"Gallagher_field_workPHD"
"2370","Smilax australis",12.9954515919428,"Gallagher_field_workPHD"
"2371","Smilax australis",12.6806999746386,"Gallagher_field_workPHD"
"2372","Smilax australis",12.3548307388189,"Gallagher_field_workPHD"
"2373","Smilax australis",10.2891243955139,"Gallagher_field_workPHD"
"2374","Smilax australis",9.16758342500917,"Gallagher_field_workPHD"
"2375","Smilax australis",8.16326530612245,"Gallagher_field_workPHD"
"2376","Smilax australis",11.277,"Gallagher_field_workPHD"
"2383","Smilax australis",11.30089052,"J. Lawson"
"2391","Solanum mauritianum",20.12699687,"J. Lawson"
"2403","Stephania japonica",25.97,"AUSTRAITS_dataset_8"
"2415","Stephania japonica",26.1,"AUSTRAITS_dataset_10"
"2417","Stephania japonica",24.4977951984321,"Gallagher_field_workPHD"
"2418","Stephania japonica",20.165355918532,"Gallagher_field_workPHD"
"2419","Stephania japonica",19.9401794616152,"Gallagher_field_workPHD"
"2420","Stephania japonica",13.0191381330556,"Gallagher_field_workPHD"
"2452","Streblus brunonianus",24.88002098,"C. James SEQLD field data"
"2453","Streblus brunonianus",17.2626691,"C. James SEQLD field data"
"2456","Synoum glandulosum",12.4,"AUSTRAITS_dataset_3"
"2457","Synoum glandulosum",10.5944,"AUSTRAITS_dataset_12"
"2458","Synoum glandulosum",13.7132,"AUSTRAITS_dataset_12"
"2459","Synoum glandulosum",9.0769,"AUSTRAITS_dataset_12"
"2461","Synoum glandulosum",10.431,"AUSTRAITS_dataset_8"
"2466","Synoum glandulosum",7.968,"AUSTRAITS_dataset_28"
"2467","Synoum glandulosum",1.0855,"AUSTRAITS_dataset_13"
"2470","Synoum glandulosum",12.059,"AUSTRAITS_dataset_8"
"2473","Synoum glandulosum",14.137,"AUSTRAITS_dataset_8"
"2477","Synoum glandulosum",10.107,"AUSTRAITS_dataset_52"
"2481","Synoum glandulosum",10.619,"AUSTRAITS_dataset_28"
"2482","Synoum glandulosum",14.157,"AUSTRAITS_dataset_52"
"2485","Synoum glandulosum",14.663,"AUSTRAITS_dataset_8"
"2488","Synoum glandulosum",8.739,"AUSTRAITS_dataset_28"
"2494","Synoum glandulosum",23.4796900680911,"Gallagher_field_workPHD"
"2495","Synoum glandulosum",18.5597624350408,"Gallagher_field_workPHD"
"2496","Synoum glandulosum",16.914749661705,"Gallagher_field_workPHD"
"2497","Synoum glandulosum",11.0107905747633,"Gallagher_field_workPHD"
"2498","Synoum glandulosum",9.3196,"AUSTRAITS_dataset_20"
"2499","Synoum glandulosum",10.855,"AUSTRAITS_dataset_52"
"2501","Synoum glandulosum",13.1,"AUSTRAITS_dataset_10"
"2513","Synoum glandulosum",19.31673517,"C. James SEQLD field data"
"2515","Syzygium australe",16.17224236,"C. James SEQLD field data"
"2521","Syzygium australe",15.5617802676626,"Gallagher_field_workPHD"
"2522","Syzygium australe",12.187690432663,"Gallagher_field_workPHD"
"2523","Syzygium australe",10.8766586904503,"Gallagher_field_workPHD"
"2524","Syzygium australe",10.4449550866931,"Gallagher_field_workPHD"
"2534","Syzygium floribundum",13.58,"J. Lawson fieldwork"
"2543","Syzygium luehmannii",15.3869826127096,"Gallagher_field_workPHD"
"2544","Syzygium luehmannii",13.6500136500136,"Gallagher_field_workPHD"
"2545","Syzygium luehmannii",12.7145581691036,"Gallagher_field_workPHD"
"2557","Syzygium oleosum",13.011,"AUSTRAITS_dataset_8"
"2565","Syzygium oleosum",11.054,"AUSTRAITS_dataset_8"
"2567","Syzygium oleosum",11.8920204542752,"Gallagher_field_workPHD"
"2568","Syzygium oleosum",11.2069931637342,"Gallagher_field_workPHD"
"2569","Syzygium oleosum",10.9373291042327,"Gallagher_field_workPHD"
"2575","Syzygium oleosum",10.06692345,"J. Lawson"
"2608","Toona ciliata",15.855,"AUSTRAITS_dataset_52"
"2611","Toona ciliata",16.1394448030988,"AUSTRAITS_dataset_39"
"2612","Toona ciliata",12.804,"AUSTRAITS_dataset_52"
"2624","Trema tomentosa",16.9376693766938,"AUSTRAITS_dataset_39"
"2626","Trema tomentosa",17.7967609894999,"Gallagher_field_workPHD"
"2632","Trema tomentosa",47.89616722,"J. Lawson"
"2639","Tristaniopsis laurina",6.93,"AUSTRAITS_dataset_52"
"2646","Tristaniopsis laurina",7.480275655,"J. Lawson"
"2657","Trophis scandens",5.652,"AUSTRAITS_dataset_52"
"2664","Trophis scandens",13.4535180949818,"Gallagher_field_workPHD"
"2665","Trophis scandens",11.9175306876415,"Gallagher_field_workPHD"
"2666","Trophis scandens",11.4246544042043,"Gallagher_field_workPHD"
"2667","Trophis scandens",10.5462982493145,"Gallagher_field_workPHD"
"2668","Trophis scandens",9.58956655159187,"Gallagher_field_workPHD"
"2669","Trophis scandens",9.24556213017751,"Gallagher_field_workPHD"
"2673","Trophis scandens",12.13768338,"J. Lawson"
"2684","Wikstroemia indica",25.1572327044025,"AUSTRAITS_dataset_39"
"2690","Wilkiea huegeliana",10.5,"AUSTRAITS_dataset_3"
"2692","Wilkiea huegeliana",10.249,"AUSTRAITS_dataset_8"
"2696","Wilkiea huegeliana",9.84,"AUSTRAITS_dataset_10"
"2698","Wilkiea huegeliana",9.194,"AUSTRAITS_dataset_8"
"2700","Wilkiea huegeliana",11.978,"AUSTRAITS_dataset_8"
"2702","Wilkiea huegeliana",9.276,"AUSTRAITS_dataset_8"
"2706","Wilkiea huegeliana",8.42,"AUSTRAITS_dataset_8"
"2709","Wilkiea huegeliana",11.3391540991042,"Gallagher_field_workPHD"
"2710","Wilkiea huegeliana",9.53107129241327,"Gallagher_field_workPHD"
"2711","Wilkiea huegeliana",9.18864283745291,"Gallagher_field_workPHD"
"2712","Wilkiea huegeliana",7.32708089097304,"Gallagher_field_workPHD"
"2723","Wilkiea huegeliana",9.85,"Lake, J. & Leishman, M.R. (2004) Invasion success of exotic plants in natural ecosystems: the role of disturbance, plant attributes and freedom from herbivores. Biological Conservation 117, 215-226."
"2727","Wilkiea huegeliana",10.38166489,"C. James SEQLD field data"
"2728","Wilkiea huegeliana",12.37561159,"C. James SEQLD field data"
